Search Query|Norm Query|Miner|Miner args|Query|Shard Kind
детский костюм для мальчика с шортами|для_детей для_мальчик subj_костюм с_шорты|elasticsearch|--context-subject="костюм" --max-product=35000 --query="детский костюм для мальчика с шортами" --context-subject-filter=true|preset=19751769|presets/bucket_32
детский спортивный костюм с шортами|для_детей subj_костюм с_шорты спортивный|elasticsearch|--context-subject="костюмы спортивные" --max-product=35000 --query="детский спортивный костюм с шортами" --context-subject-filter=true|preset=19714312|presets/bucket_32
джинсовая юбка шорты|из_джинсы юбка-шорты|elasticsearch|--context-subject="юбка шорты" --query="джинсовая юбка шорты" --context-subject-filter=true|preset=10038261|presets/bucket_32
джинсовые шорты mom|mom из_джинсы subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="джинсовые шорты mom" --context-subject-filter=true|preset=11029403|presets/bucket_32
джинсовые шорты zolla|zolla из_джинсы subj_шорты|elasticsearch|--context-brand="zolla" --context-subject="шорты" --max-product=35000 --query="джинсовые шорты zolla" --context-subject-filter=true|preset=19129220|presets/bucket_32
джинсовые шорты для подростков|из_джинсы subj_подросток subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="джинсовые шорты для подростков" --context-subject-filter=true|preset=19143319|presets/bucket_32
джинсовые шорты женские с вышивкой|для_женщина из_джинсы с_вышивка subj_шорты|elasticsearch|--context-subject="шорты" --query="джинсовые шорты женские с вышивкой" --context-subject-filter=true|preset=10057076&kind=0;2|presets/bucket_32
джинсовые шорты клеш|из_джинсы subj_клеш subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="джинсовые шорты клеш" --context-subject-filter=true|preset=19128509|presets/bucket_32
джинсовые шорты с отворотом|из_джинсы с_отворот subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="джинсовые шорты с отворотом" --context-subject-filter=true|preset=19166081|presets/bucket_32
джинсовые шорты твое|из_джинсы твой subj_шорты|elasticsearch|--context-brand="твое" --context-subject="шорты" --query="джинсовые шорты твое" --context-subject-filter=true|preset=10101031|presets/bucket_32
джинсовый комбинезон женский|для_женщина из_джинсы subj_комбинезон|elasticsearch|--context-subject="комбинезон" --query="комбинезон женский джинсовый" --context-subject-filter=true|preset=10085074&kind=0;2|presets/bucket_32
джинсы на лямках для мальчика|subj_джинсы для_мальчик на_лямка|elasticsearch|--context-subject="джинсы" --max-product=35000 --query="джинсы на лямках для мальчика" --context-subject-filter=true|preset=19760002|presets/bucket_32
длинная юбка топ|длинный subj_топ subj_юбка|elasticsearch|--context-subject="юбка" --max-product=35000 --query="длинная юбка топ" --context-subject-filter=true|preset=19739137|presets/bucket_32
длинные шорты с высокой посадкой|длинный посадка с_высокий subj_шорты|elasticsearch|--context-subject="шорты" --max-product=35000 --query="длинные шорты с высокой посадкой" --context-subject-filter=true|preset=19157953|presets/bucket_32
длинные шорты юбка|длинный юбка-шорты|elasticsearch|--context-subject="юбка" --max-product=35000 --query="длинные шорты юбка" --context-subject-filter=true|preset=18898359|presets/bucket_32
для девочка с рукав топ|для_девочка с_рукав subj_топ|elasticsearch|--max-product=35000 --query="для девочка с рукав топ" --context-subject="топ"|preset=200104329|presets/bucket_32
для женщин пижама со шортами трикотаж|для_женщина subj_пижама со subj_трикотаж шорты|elasticsearch|--context-subject="пижама" --max-product=35000 --query="женские пижама со шортами трикотаж" --context-subject-filter=true|preset=19156517|presets/bucket_32
